plan_vector,condition_vector,training_class,exercise_count,exercise_names
"[0.2812412977218628, 0.3395195007324219, 0.5588261485099792, 0.8180126547813416, 0.0, 0.2857142984867096, 0.1428571492433548, 0.0, 0.0, 0.2857142984867096, 0.1428571492433548, 0.1428571492433548, 0.05552590265870094, 0.09042855352163315, 0.24606169760227203, 0.9178863763809204, 0.9007194638252258, 0.5761920809745789, 0.5275437235832214]","[0.5991199016571045, 0.5485661029815674, 0.2717446982860565, 0.0, 0.0, 1.0, 1.0, 0.2318486124277115, 0.0, 0.0, 0.0, 0.3087753653526306, 0.0, 0.0, 1.0, 0.8858152627944946, 0.41951239109039307, 0.6130016446113586, 0.6535908579826355, 0.32256877422332764, 0.9870671629905701, 0.3772905468940735, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,7,dumbbell over bench revers wrist curl;barbell standing calf raise;weighted hyperextension (on stability ball);dumbbell one arm hammer preacher curl;hack calf raise;assisted hanging knee raise with throw down;lever seated row
"[0.8828130960464478, 0.48370081186294556, 0.35712820291519165, 0.3590972423553467, 0.0, 0.1666666716337204, 0.0, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.3333333432674408, 0.0, 0.12775328755378723, 0.09943569451570511, 0.20401497185230255, 0.9559135437011719, 0.9212708473205566, 0.8075650334358215, 0.7260581254959106]","[0.43507954478263855, 0.4582339823246002, 0.3051811754703522, 0.0, 0.0, 1.0, 1.0, 0.27047720551490784, 0.0, 0.0, 1.0, 0.3431078791618347, 0.0, 0.0, 1.0, 0.6394868493080139, 0.29355642199516296, 0.6967877745628357, 0.5187222361564636, 0.37225982546806335, 0.9886202812194824, 0.3057038486003876, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,6,kettlebell pistol squat;weighted hyperextension (on stability ball);weighted side bend (on stability ball);dumbbell one arm upright row;cable seated crunch;lever seated row
"[0.6650221347808838, 0.7955161929130554, 0.5554423332214355, 0.6269461512565613, 0.0, 0.20000000298023224, 0.4000000059604645, 0.0, 0.0, 0.20000000298023224, 0.20000000298023224, 0.0, 0.10971027612686157, 0.10863493382930756, 0.2972663938999176, 0.5441216826438904, 0.828774631023407, 0.8305416107177734, 0.8460292220115662]","[0.47436094284057617, 0.3014030158519745, 0.5572614669799805, 0.0, 1.0, 0.0, 0.0, 0.11478676646947861, 0.0, 1.0, 0.0, 0.05459769442677498, 0.0, 0.0, 0.0, 0.20012404024600983, 0.3561992347240448, 0.6717309951782227, 0.5677332282066345, 0.39991626143455505, 0.9688146114349365, 0.6889225840568542, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,dumbbell one arm hammer preacher curl;barbell seated overhead triceps extension;sled 45° leg press (side pov);weighted side bend (on stability ball);barbell standing calf raise
"[0.4216823875904083, 0.38294488191604614, 0.44089576601982117, 0.8471803665161133, 0.0, 0.2857142984867096, 0.2857142984867096, 0.0, 0.1428571492433548, 0.2857142984867096, 0.0, 0.0, 0.11929970234632492, 0.06105657294392586, 0.18830594420433044, 0.7034915089607239, 0.6907626390457153, 0.901689887046814, 0.8757079839706421]","[0.6050785779953003, 0.410423219203949, 0.2566351890563965, 0.0, 0.0, 1.0, 1.0, 0.20369243621826172, 0.0, 1.0, 0.0, 0.366395503282547, 0.0, 0.0, 1.0, 0.5522805452346802, 0.31036245822906494, 0.5824497938156128, 0.5774742960929871, 0.43327200412750244, 0.9842800498008728, 0.3141634464263916, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,7,hack calf raise;dumbbell one arm hammer preacher curl;dumbbell standing concentration curl;barbell standing calf raise;barbell standing rocking leg calf raise;sled 45° leg press (side pov);cable seated curl
"[0.8050328493118286, 0.34272822737693787, 0.31778189539909363, 0.3961062431335449, 0.20000000298023224, 0.4000000059604645, 0.20000000298023224, 0.0, 0.0, 0.20000000298023224, 0.0, 0.0, 0.054807402193546295, 0.07501665502786636, 0.2586195468902588, 0.6686951518058777, 0.8343845009803772, 0.6187242269515991, 0.9948245286941528]","[0.6328224539756775, 0.5212519764900208, 0.2904183566570282, 0.0, 0.0, 1.0, 1.0, 0.22367165982723236, 0.0, 1.0, 0.0, 0.426608145236969, 0.0, 0.0, 1.0, 0.5492936968803406, 0.4396040439605713, 0.7433882355690002, 0.5743615627288818, 0.3765891492366791, 0.9826318621635437, 0.47456684708595276, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,barbell wrist curl v. 2;dumbbell one arm hammer preacher curl;dumbbell over bench revers wrist curl;bent knee lying twist (male);lever front pulldown
"[0.22234977781772614, 0.8771539926528931, 0.40348106622695923, 0.7644860744476318, 0.0, 0.3333333432674408, 0.0, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0, 0.0, 0.14839816093444824, 0.0730765089392662, 0.22036044299602509, 0.5429194569587708, 0.5580841302871704, 0.7162216305732727, 0.9779878854751587]","[0.37628859281539917, 0.2102600336074829, 0.8917248249053955, 1.0, 0.0, 0.0, 0.0, 0.15291054546833038, 0.0, 1.0, 0.0, 0.24061471223831177, 0.0, 0.0, 0.0, 0.24666310846805573, 0.6219021081924438, 0.6251831650733948, 0.6408849358558655, 0.3786592185497284, 0.9763167500495911, 0.38855236768722534, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,3,dumbbell over bench revers wrist curl;cable seated curl;lever seated row
"[0.5933144092559814, 0.3951263427734375, 0.5483371019363403, 0.5329384207725525, 0.0, 0.1666666716337204, 0.3333333432674408, 0.1666666716337204, 0.3333333432674408, 0.0, 0.0, 0.0, 0.06776060163974762, 0.1368081271648407, 0.21339094638824463, 0.5993145704269409, 0.9821626543998718, 0.8736048340797424, 0.5326364636421204]","[0.39326974749565125, 0.37614768743515015, 0.21397081017494202, 0.0, 0.0, 1.0, 1.0, 0.2419254332780838, 0.0, 0.0, 1.0, 0.3243599236011505, 0.0, 0.0, 1.0, 0.868384838104248, 0.33733364939689636, 0.6704574823379517, 0.47121453285217285, 0.3692625164985657, 0.9663615822792053, 0.4076237976551056, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,6,dumbbell palms in incline bench press;barbell seated overhead triceps extension;barbell standing rocking leg calf raise;kettlebell pistol squat;cable seated crunch;cable squatting curl
"[0.36453983187675476, 0.37063461542129517, 0.3900447189807892, 0.4172421097755432, 0.1666666716337204, 0.5, 0.0, 0.1666666716337204, 0.0, 0.1666666716337204, 0.0, 0.0, 0.14543955028057098, 0.08912058174610138, 0.13109077513217926, 0.7450835108757019, 0.5720295906066895, 0.7780119776725769, 0.8388175964355469]","[0.5601959824562073, 0.42032408714294434, 0.24834111332893372, 0.0, 0.0, 1.0, 1.0, 0.2700587213039398, 0.0, 1.0, 0.0, 0.44695356488227844, 0.0, 1.0, 1.0, 0.8938934803009033, 0.36382636427879333, 0.5202106833457947, 0.5659670233726501, 0.32506635785102844, 0.9700978994369507, 0.41077810525894165, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,6,impossible dips;dumbbell front raise;smith incline bench press;dumbbell palms in incline bench press;kettlebell pistol squat;dumbbell one arm hammer preacher curl
"[0.6342220306396484, 0.33440345525741577, 0.41521522402763367, 0.7715625762939453, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.11466548591852188, 0.11360082030296326, 0.17016683518886566, 0.594136655330658, 0.8921417593955994, 0.7033916115760803, 0.5026010274887085]","[0.4681335687637329, 0.4941052198410034, 0.39637479186058044, 0.0, 0.0, 1.0, 1.0, 0.3105563223361969, 0.0, 0.0, 0.0, 0.39828115701675415, 0.0, 1.0, 1.0, 0.8554579615592957, 0.34252825379371643, 0.6614724397659302, 0.678883969783783, 0.39068329334259033, 0.9867866039276123, 0.3865523040294647, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,4,dumbbell one arm upright row;dumbbell lying single extension;dumbbell over bench revers wrist curl;assisted hanging knee raise with throw down
"[0.7641429305076599, 0.9661969542503357, 0.4643629491329193, 0.5288207530975342, 0.0, 0.0, 0.0, 0.0, 0.6666666865348816, 0.3333333432674408, 0.0, 0.0, 0.08322742581367493, 0.1358046978712082, 0.1774768829345703, 0.9658840894699097, 0.935964822769165, 0.9417916536331177, 0.9532563090324402]","[0.4118226170539856, 0.42864686250686646, 0.41710472106933594, 0.0, 1.0, 0.0, 0.0, 0.12746702134609222, 0.0, 1.0, 0.0, 0.17641215026378632, 0.0, 0.0, 0.0, 0.387145459651947, 0.3828025758266449, 0.6316689252853394, 0.6911206245422363, 0.3205645680427551, 0.9845340251922607, 0.6305179595947266, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,smith leg press;cable squatting curl;cable seated curl
"[0.8594351410865784, 0.3184155225753784, 0.6535136699676514, 0.39992085099220276, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.14321044087409973, 0.05478059872984886, 0.23559683561325073, 0.6699044704437256, 0.9501244425773621, 0.5851709246635437, 0.7178363800048828]","[0.4551355540752411, 0.4557152986526489, 0.268907755613327, 0.0, 0.0, 1.0, 1.0, 0.21998800337314606, 1.0, 0.0, 0.0, 0.36808162927627563, 0.0, 0.0, 1.0, 0.5771077275276184, 0.20039857923984528, 0.7221263647079468, 0.5372704267501831, 0.3078615963459015, 0.9667127728462219, 0.2699443995952606, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,weighted side bend (on stability ball);impossible dips;dumbbell one arm hammer preacher curl;cable squatting curl;smith leg press
"[0.6645914316177368, 0.9567810297012329, 0.35810181498527527, 0.28900107741355896, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0, 0.0, 0.0, 0.3333333432674408, 0.0, 0.10257789492607117, 0.08248242735862732, 0.21522045135498047, 0.9506759643554688, 0.9692299962043762, 0.7485057711601257, 0.9249254465103149]","[0.49988970160484314, 0.28176194429397583, 0.5390284061431885, 0.0, 1.0, 0.0, 0.0, 0.07300733774900436, 0.0, 0.0, 0.0, 0.08139971643686295, 0.0, 0.0, 0.0, 0.2542206943035126, 0.6010487675666809, 0.5523465275764465, 0.5563835501670837, 0.3835315406322479, 0.989119827747345, 0.45982855558395386, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,weighted hyperextension (on stability ball);barbell seated overhead triceps extension;dumbbell lying single extension
"[0.20791015028953552, 0.789423942565918, 0.30271196365356445, 0.7728032469749451, 0.1428571492433548, 0.2857142984867096, 0.1428571492433548, 0.1428571492433548, 0.0, 0.1428571492433548, 0.1428571492433548, 0.0, 0.09797493368387222, 0.06302279978990555, 0.17969843745231628, 0.8466711044311523, 0.6280749440193176, 0.82143634557724, 0.8126040101051331]","[0.36381328105926514, 0.23202461004257202, 0.8102228045463562, 1.0, 1.0, 0.0, 0.0, 0.21570605039596558, 1.0, 0.0, 0.0, 0.1775187849998474, 0.0, 0.0, 0.0, 0.2023351937532425, 0.6107854843139648, 0.6073547601699829, 0.5897511839866638, 0.38558146357536316, 0.9885674715042114, 0.5630190968513489, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,7,dumbbell over bench revers wrist curl;lever front pulldown;kettlebell pistol squat;bent knee lying twist (male);weighted side bend (on stability ball);barbell standing calf raise;dumbbell standing concentration curl
"[0.8182898163795471, 0.5472795367240906, 0.5987700819969177, 0.3943503201007843, 0.0, 0.5, 0.0, 0.0, 0.1666666716337204, 0.3333333432674408, 0.0, 0.0, 0.14569734036922455, 0.11689948290586472, 0.22083696722984314, 0.5004825592041016, 0.7490732669830322, 0.7506555318832397, 0.7642385363578796]","[0.4771863520145416, 0.29489874839782715, 0.47426554560661316, 0.0, 1.0, 0.0, 0.0, 0.06958308070898056, 0.0, 1.0, 0.0, 0.06513647735118866, 0.0, 0.0, 0.0, 0.2604866325855255, 0.6449270248413086, 0.5592559576034546, 0.704279363155365, 0.43327635526657104, 0.9701539278030396, 0.5614123344421387, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,dumbbell one arm hammer preacher curl;dumbbell palms in incline bench press;lever seated row;dumbbell over bench revers wrist curl;cable decline fly;smith incline bench press
"[0.8922313451766968, 0.7629272937774658, 0.45636072754859924, 0.5644431710243225, 0.0, 0.25, 0.0, 0.25, 0.0, 0.5, 0.0, 0.0, 0.14813660085201263, 0.09362314641475677, 0.15903665125370026, 0.6921284198760986, 0.8423859477043152, 0.9854677319526672, 0.8363863229751587]","[0.397267609834671, 0.36483126878738403, 0.5651921629905701, 0.0, 1.0, 0.0, 0.0, 0.20001541078090668, 0.0, 0.0, 1.0, 0.07721766829490662, 0.0, 1.0, 0.0, 0.5322133302688599, 0.49144163727760315, 0.5526613593101501, 0.5508024096488953, 0.3515884280204773, 0.961614191532135, 0.5415167212486267, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,4,smith incline bench press;lever front pulldown;dumbbell one arm hammer preacher curl;kettlebell pistol squat
"[0.24650248885154724, 0.42712336778640747, 0.4123527407646179, 0.7337403297424316, 0.1666666716337204, 0.0, 0.3333333432674408, 0.1666666716337204, 0.0, 0.3333333432674408, 0.0, 0.0, 0.08986545354127884, 0.1488746851682663, 0.11691787838935852, 0.8680539131164551, 0.8635067939758301, 0.6307637095451355, 0.9359161853790283]","[0.5829569101333618, 0.36763933300971985, 0.34359657764434814, 0.0, 0.0, 1.0, 1.0, 0.387060284614563, 0.0, 1.0, 0.0, 0.4569796323776245, 0.0, 1.0, 1.0, 0.7154123783111572, 0.22919656336307526, 0.5064424872398376, 0.5301273465156555, 0.3204854428768158, 0.9856427311897278, 0.48757949471473694, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,6,barbell standing rocking leg calf raise;smith incline bench press;kettlebell pistol squat;barbell wrist curl v. 2;lever front pulldown;impossible dips
"[0.271959513425827, 0.4691888093948364, 0.499824196100235, 0.6198062300682068, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.20000000298023224, 0.20000000298023224, 0.0, 0.05950101837515831, 0.09904072433710098, 0.1501263529062271, 0.966248095035553, 0.6382049918174744, 0.727059006690979, 0.8848301768302917]","[0.4435484707355499, 0.4473417401313782, 0.39418554306030273, 0.0, 0.0, 1.0, 1.0, 0.21868185698986053, 0.0, 0.0, 1.0, 0.48562049865722656, 0.0, 0.0, 1.0, 0.748438835144043, 0.32730770111083984, 0.6778596043586731, 0.48267778754234314, 0.396200567483902, 0.9854611158370972, 0.341736763715744, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,dumbbell palms in incline bench press;impossible dips;weighted hyperextension (on stability ball);barbell standing calf raise;lever front pulldown
"[0.7170151472091675, 0.5404216051101685, 0.4139774739742279, 0.3500436246395111, 0.0, 0.2857142984867096, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.0, 0.1428571492433548, 0.11976950615644455, 0.11888335645198822, 0.14284121990203857, 0.6570495963096619, 0.870230495929718, 0.5216640830039978, 0.634777307510376]","[0.5301451683044434, 0.2757973074913025, 0.575158417224884, 0.0, 1.0, 0.0, 0.0, 0.2181694507598877, 0.0, 1.0, 0.0, 0.08106642961502075, 0.0, 0.0, 0.0, 0.4401586651802063, 0.5318783521652222, 0.6917018294334412, 0.6589940190315247, 0.30461087822914124, 0.9694560170173645, 0.6525073647499084, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,kettlebell pistol squat;assisted hanging knee raise with throw down;hack calf raise;dumbbell one arm upright row;dumbbell front raise;cable decline fly;barbell seated overhead triceps extension
"[0.4839867353439331, 0.9077268838882446, 0.37482479214668274, 0.7730913162231445, 0.1666666716337204, 0.0, 0.5, 0.0, 0.1666666716337204, 0.1666666716337204, 0.0, 0.0, 0.06787565350532532, 0.13483409583568573, 0.20335133373737335, 0.725779116153717, 0.9238613247871399, 0.7156014442443848, 0.576680600643158]","[0.3301110565662384, 0.21727803349494934, 0.6676689386367798, 1.0, 1.0, 0.0, 0.0, 0.1841832846403122, 0.0, 0.0, 1.0, 0.26854994893074036, 0.0, 0.0, 0.0, 0.21257776021957397, 0.7189176082611084, 0.5937771201133728, 0.6024274230003357, 0.3821956217288971, 0.9698728322982788, 0.44676920771598816, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,6,bent knee lying twist (male);barbell standing close grip curl;lever front pulldown;cable seated crunch;barbell incline bench press;barbell standing calf raise
"[0.7842444181442261, 0.6616151928901672, 0.3092677593231201, 0.6576308608055115, 0.20000000298023224, 0.4000000059604645, 0.4000000059604645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.054185740649700165, 0.11553218960762024, 0.1701870709657669, 0.70354163646698, 0.9483217000961304, 0.8781191110610962, 0.8925654292106628]","[0.5036300420761108, 0.41078856587409973, 0.40722623467445374, 0.0, 1.0, 0.0, 0.0, 0.15482671558856964, 0.0, 1.0, 0.0, 0.18188047409057617, 0.0, 1.0, 0.0, 0.29683956503868103, 0.4126487672328949, 0.4942168593406677, 0.8200340270996094, 0.35952165722846985, 0.9667606949806213, 0.5417142510414124, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,dumbbell lying single extension;bent knee lying twist (male);barbell standing rocking leg calf raise;dumbbell over bench revers wrist curl;barbell seated overhead triceps extension
"[0.469393789768219, 0.9207695722579956, 0.6717590093612671, 0.8474676609039307, 0.1666666716337204, 0.1666666716337204, 0.3333333432674408, 0.1666666716337204, 0.0, 0.1666666716337204, 0.0, 0.0, 0.07960142940282822, 0.057448990643024445, 0.15251073241233826, 0.7280769348144531, 0.6665109395980835, 0.8972976803779602, 0.5947163701057434]","[0.34784236550331116, 0.3730321228504181, 0.697841465473175, 1.0, 1.0, 0.0, 0.0, 0.25541138648986816, 0.0, 0.0, 0.0, 0.13358932733535767, 0.0, 0.0, 0.0, 0.23991402983665466, 0.6828116774559021, 0.6579567193984985, 0.5403565168380737, 0.40659403800964355, 0.9794231057167053, 0.699596107006073, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,6,kettlebell pistol squat;sled 45° leg press (side pov);dumbbell standing concentration curl;impossible dips;barbell standing rocking leg calf raise;barbell incline bench press
"[0.49105748534202576, 0.46070513129234314, 0.39290469884872437, 0.7751365303993225, 0.0, 0.4000000059604645, 0.20000000298023224, 0.0, 0.0, 0.4000000059604645, 0.0, 0.0, 0.14520438015460968, 0.10478755831718445, 0.23120686411857605, 0.7876647114753723, 0.7454626560211182, 0.6486268639564514, 0.7548546195030212]","[0.5884436964988708, 0.44558390974998474, 0.23770639300346375, 0.0, 0.0, 1.0, 1.0, 0.3662314713001251, 0.0, 1.0, 0.0, 0.3271525204181671, 0.0, 0.0, 1.0, 0.7297354340553284, 0.398896723985672, 0.5495006442070007, 0.4350757300853729, 0.4282277226448059, 0.9832540154457092, 0.37512442469596863, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,hack calf raise;dumbbell standing concentration curl;sled 45° leg press (side pov);dumbbell reverse spider curl;barbell standing rocking leg calf raise
"[0.234847754240036, 0.33810076117515564, 0.43184179067611694, 0.4106624126434326, 0.20000000298023224, 0.4000000059604645, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.0, 0.0, 0.11631778627634048, 0.06485772877931595, 0.11377281695604324, 0.8376093506813049, 0.9722129702568054, 0.6753616333007812, 0.902780294418335]","[0.466592401266098, 0.5144660472869873, 0.2456587851047516, 0.0, 0.0, 1.0, 1.0, 0.22379213571548462, 0.0, 0.0, 1.0, 0.4924076795578003, 0.0, 0.0, 1.0, 0.7168041467666626, 0.3716748058795929, 0.6054314970970154, 0.5009022355079651, 0.3885406255722046, 0.9734814167022705, 0.5263737440109253, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,impossible dips;kettlebell pistol squat;dumbbell over bench revers wrist curl;dumbbell one arm upright row;barbell standing close grip curl
"[0.8462684154510498, 0.8269335627555847, 0.6155236959457397, 0.5899299383163452, 0.0, 0.0, 0.3333333432674408, 0.0, 0.0, 0.6666666865348816, 0.0, 0.0, 0.14502090215682983, 0.06626038253307343, 0.1444084793329239, 0.6999536156654358, 0.7440599203109741, 0.5803244709968567, 0.6545853614807129]","[0.30786505341529846, 0.3349228799343109, 0.47387051582336426, 0.0, 1.0, 0.0, 0.0, 0.11560133099555969, 1.0, 0.0, 0.0, 0.1169213354587555, 0.0, 1.0, 0.0, 0.3141232132911682, 0.4406092166900635, 0.652569055557251, 0.7823243737220764, 0.423044890165329, 0.9695321321487427, 0.5485016107559204, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,smith incline bench press;smith leg press;barbell incline bench press
"[0.430264949798584, 0.7709850668907166, 0.534325897693634, 0.8152893781661987, 0.20000000298023224, 0.20000000298023224, 0.0, 0.20000000298023224, 0.0, 0.20000000298023224, 0.0, 0.20000000298023224, 0.1269453912973404, 0.11296059936285019, 0.22990742325782776, 0.6814276576042175, 0.7822080254554749, 0.5648758411407471, 0.8107478022575378]","[0.3056039810180664, 0.24033425748348236, 0.6804801225662231, 1.0, 1.0, 0.0, 0.0, 0.30362579226493835, 0.0, 0.0, 0.0, 0.29705488681793213, 0.0, 0.0, 0.0, 0.4371044635772705, 0.4710926115512848, 0.5499584674835205, 0.5328594446182251, 0.33396920561790466, 0.965343713760376, 0.5344801545143127, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,5,dumbbell one arm upright row;assisted hanging knee raise with throw down;kettlebell pistol squat;impossible dips;sled 45° leg press (side pov)
"[0.7731086015701294, 0.8580840826034546, 0.6679846048355103, 0.5665215849876404, 0.0, 0.5, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.08293765783309937, 0.09610225260257721, 0.24717222154140472, 0.503804087638855, 0.5194219946861267, 0.9623612761497498, 0.6234946846961975]","[0.49726688861846924, 0.2822636663913727, 0.5530188083648682, 0.0, 1.0, 0.0, 0.0, 0.23049293458461761, 0.0, 1.0, 0.0, 0.13683770596981049, 0.0, 0.0, 0.0, 0.3439643085002899, 0.48889437317848206, 0.45520123839378357, 0.6135125160217285, 0.3700680434703827, 0.9671030640602112, 0.5273873805999756, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,4,lever front pulldown;dumbbell reverse spider curl;barbell incline bench press;dumbbell front raise
"[0.26865559816360474, 0.379692941904068, 0.48990994691848755, 0.7600299715995789, 0.0, 0.3333333432674408, 0.1666666716337204, 0.0, 0.3333333432674408, 0.1666666716337204, 0.0, 0.0, 0.06487052887678146, 0.08441285043954849, 0.21790707111358643, 0.7726394534111023, 0.7011990547180176, 0.6736645698547363, 0.9822483658790588]","[0.3874989449977875, 0.4444907009601593, 0.22944413125514984, 0.0, 0.0, 1.0, 1.0, 0.28618738055229187, 0.0, 0.0, 0.0, 0.40168333053588867, 0.0, 1.0, 1.0, 0.6530741453170776, 0.20133396983146667, 0.7594613432884216, 0.4562419652938843, 0.3745710253715515, 0.9725364446640015, 0.5335347652435303, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,6,barbell wrist curl v. 2;dumbbell front raise;cable decline fly;cable seated curl;dumbbell palms in incline bench press;lever front pulldown
"[0.29647934436798096, 0.6300714612007141, 0.6389389634132385, 0.5102506279945374, 0.0, 0.6666666865348816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333432674408, 0.06376785784959793, 0.09935294091701508, 0.21012842655181885, 0.6601836085319519, 0.7182605862617493, 0.7607463002204895, 0.9797970652580261]","[0.31777727603912354, 0.3444986939430237, 0.5927243828773499, 0.0, 1.0, 0.0, 0.0, 0.125538170337677, 0.0, 0.0, 1.0, 0.05211329460144043, 0.0, 0.0, 0.0, 0.3716127872467041, 0.3660413324832916, 0.6661073565483093, 0.6104814410209656, 0.3812704086303711, 0.9788898229598999, 0.6716310381889343, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,assisted hanging knee raise with throw down;dumbbell one arm upright row;dumbbell one arm hammer preacher curl
"[0.6691993474960327, 0.7140267491340637, 0.31503406167030334, 0.7725087404251099, 0.0, 0.4000000059604645, 0.20000000298023224, 0.0, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.09748756885528564, 0.09574799239635468, 0.1295837163925171, 0.7641692161560059, 0.5937472581863403, 0.9725565910339355, 0.8139680624008179]","[0.3633185625076294, 0.338553786277771, 0.5750246644020081, 0.0, 1.0, 0.0, 0.0, 0.19588492810726166, 0.0, 0.0, 1.0, 0.1406361609697342, 0.0, 0.0, 0.0, 0.45355498790740967, 0.489770770072937, 0.5177810788154602, 0.8272284269332886, 0.3961177468299866, 0.967301070690155, 0.71551913022995, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,dumbbell one arm upright row;cable seated crunch;barbell standing close grip curl;dumbbell one arm hammer preacher curl;hack calf raise
"[0.8093297481536865, 0.7672488689422607, 0.6746824383735657, 0.3862026035785675, 0.0, 0.6666666865348816, 0.3333333432674408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05646352469921112, 0.07920517772436142, 0.1469513326883316, 0.9962902665138245, 0.7079430222511292, 0.7710528373718262, 0.7115947604179382]","[0.3940361738204956, 0.3463134467601776, 0.5168958902359009, 0.0, 1.0, 0.0, 0.0, 0.12087869644165039, 0.0, 1.0, 0.0, 0.0695170909166336, 0.0, 1.0, 0.0, 0.39072707295417786, 0.5739098787307739, 0.5788729190826416, 0.8039520978927612, 0.34244659543037415, 0.9687084555625916, 0.46257588267326355, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,dumbbell over bench revers wrist curl;barbell standing rocking leg calf raise;dumbbell one arm upright row
